epoch,learning_rate,loss,val_loss
0,9.499999578110874e-05,1.1308428049087524,0.9899861216545105
1,9.02499959920533e-05,0.9026340842247009,0.9471417665481567
2,8.573749801144004e-05,0.8605717420578003,0.9202539324760437
3,8.145062020048499e-05,0.8291804790496826,0.893061637878418
4,7.737809210084379e-05,0.7858151793479919,0.9133325219154358
5,7.350918895099312e-05,0.698472797870636,1.0572874546051025
6,6.983373168623075e-05,0.5965855121612549,0.9834215641021729
7,6.634204328292981e-05,0.5194355845451355,0.9020352363586426
8,6.30249414825812e-05,0.45543766021728516,0.8232290744781494
9,5.98736951360479e-05,0.39862096309661865,0.7777126431465149
10,5.688000965164974e-05,0.36652493476867676,0.7384061813354492
11,5.4036008805269375e-05,0.34554532170295715,0.7082162499427795
12,5.133420927450061e-05,0.33080941438674927,0.6854273080825806
13,4.876749881077558e-05,0.3194521963596344,0.6777620911598206
14,4.632912532542832e-05,0.310699999332428,0.6424239277839661
15,4.401266778586432e-05,0.30340147018432617,0.620070219039917
16,4.1812032577581704e-05,0.29598790407180786,0.5793111324310303
17,3.972143167629838e-05,0.28738832473754883,0.5674765110015869
18,3.773536082007922e-05,0.28188207745552063,0.5361015200614929
19,3.584859223337844e-05,0.27703922986984253,0.5159769058227539
20,3.405616371310316e-05,0.2727135121822357,0.502583920955658
21,3.2353356800740585e-05,0.2691816985607147,0.49019864201545715
22,3.0735689506400377e-05,0.2660878598690033,0.4808467626571655
23,2.919890539487824e-05,0.26342007517814636,0.47271209955215454
24,2.7738960852730088e-05,0.2610631287097931,0.46856626868247986
25,2.6352012355346233e-05,0.25903335213661194,0.4674343168735504
26,2.503441100998316e-05,0.2572210729122162,0.4614908695220947
27,2.378268982283771e-05,0.2555694282054901,0.45275846123695374
28,2.2593554604100063e-05,0.25397980213165283,0.4479392468929291
29,2.146387669199612e-05,0.25242120027542114,0.43689221143722534
30,2.0390682038851082e-05,0.2509479224681854,0.43203607201576233
31,1.9371147573110647e-05,0.24970722198486328,0.42890647053718567
32,1.8402590285404585e-05,0.24866291880607605,0.4205007553100586
33,1.7482459952589124e-05,0.2475869208574295,0.41927623748779297
34,1.660833731875755e-05,0.24670115113258362,0.4085693955421448
35,1.5777921362314373e-05,0.24584414064884186,0.4043860137462616
36,1.4989025657996535e-05,0.24509908258914948,0.3994259834289551
37,1.423957473889459e-05,0.24451738595962524,0.3937370181083679
38,1.352759591100039e-05,0.24388976395130157,0.3887404203414917
39,1.2851216524722986e-05,0.24337899684906006,0.38588231801986694
40,1.2208655789436307e-05,0.2429438978433609,0.38303515315055847
41,1.1598222954489756e-05,0.24241530895233154,0.37791070342063904
42,1.1018311852240004e-05,0.24209386110305786,0.3739507794380188
43,1.0467396350577474e-05,0.24179811775684357,0.36774322390556335
44,9.94402671494754e-06,0.24147695302963257,0.3648422956466675
45,9.446825060877018e-06,0.241244375705719,0.36478886008262634
46,8.974483534984756e-06,0.24099606275558472,0.3570557236671448
47,8.525759767508134e-06,0.24083766341209412,0.35160186886787415
48,8.099471415334847e-06,0.2406180053949356,0.34895285964012146
49,7.69449798099231e-06,0.2404301017522812,0.34735193848609924
