epoch,learning_rate,loss,val_loss
0,0.0005000000237487257,0.34906870126724243,0.3088349401950836
1,0.0005000000237487257,0.27013567090034485,0.28064456582069397
2,0.0005000000237487257,0.2572794556617737,0.2703275680541992
3,0.0005000000237487257,0.24935409426689148,0.25995343923568726
4,0.0005000000237487257,0.24940887093544006,0.2681354582309723
5,0.0005000000237487257,0.2421269565820694,0.24966184794902802
6,0.0005000000237487257,0.2416619062423706,0.2497614026069641
7,0.0005000000237487257,0.23997420072555542,0.25434231758117676
8,0.0005000000237487257,0.23963911831378937,0.2467978298664093
9,0.0005000000237487257,0.23858527839183807,0.2534549832344055
10,0.0005000000237487257,0.23495206236839294,0.251849502325058
11,0.0005000000237487257,0.23356223106384277,0.24748557806015015
12,0.0002500000118743628,0.22878126800060272,0.2384570688009262
13,0.0002500000118743628,0.2294207364320755,0.2369341254234314
14,0.0002500000118743628,0.2283995896577835,0.23452478647232056
15,0.0002500000118743628,0.22593674063682556,0.23230688273906708
16,0.0002500000118743628,0.22717750072479248,0.23352935910224915
17,0.0002500000118743628,0.227393239736557,0.2333705872297287
18,0.0002500000118743628,0.2272026389837265,0.23196639120578766
19,0.0002500000118743628,0.2263442426919937,0.2322525978088379
