epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.7448537945747375,0.6967359781265259,279.6192932128906,0.5527995824813843,0.593212366104126,264.8023986816406
1,0.4946482479572296,0.5523056387901306,282.0170593261719,0.4382339417934418,0.5127270817756653,283.8779296875
2,0.4261166751384735,0.5034946203231812,291.7608642578125,0.39557796716690063,0.48114800453186035,284.7303771972656
3,0.3374426066875458,0.43612584471702576,265.7890625,0.29004061222076416,0.3988403081893921,241.82479858398438
4,0.29149213433265686,0.4025399684906006,246.40072631835938,0.2644188106060028,0.3803900182247162,235.72413635253906
5,0.27283814549446106,0.3895151615142822,240.61354064941406,0.24867960810661316,0.3669317960739136,227.6014404296875
6,0.2610129415988922,0.381247878074646,236.74208068847656,0.23978517949581146,0.36256223917007446,223.64495849609375
7,0.25219082832336426,0.3751577138900757,233.78016662597656,0.23148652911186218,0.3564160168170929,220.08570861816406
8,0.24552321434020996,0.3703848719596863,232.03529357910156,0.22574080526828766,0.350142240524292,212.00262451171875
9,0.24010826647281647,0.36645662784576416,230.17105102539062,0.21972566843032837,0.34492072463035583,212.37864685058594
10,0.2353486716747284,0.3629896640777588,229.2443389892578,0.21635699272155762,0.34297558665275574,210.44241333007812
11,0.23158548772335052,0.3602897524833679,229.04002380371094,0.21064825356006622,0.34051766991615295,219.11192321777344
12,0.22827453911304474,0.35780784487724304,228.46578979492188,0.2076238989830017,0.3393555283546448,217.5599365234375
13,0.2252189815044403,0.35554349422454834,227.90939331054688,0.20437858998775482,0.3344351351261139,214.0789031982422
14,0.22287145256996155,0.3537304401397705,227.99855041503906,0.20266667008399963,0.3311062753200531,209.9626922607422
15,0.22058053314685822,0.35196566581726074,227.5208740234375,0.19961704313755035,0.3300307095050812,209.90362548828125
16,0.21860703825950623,0.35055699944496155,227.24356079101562,0.19838063418865204,0.3318837583065033,212.71546936035156
17,0.21706797182559967,0.3493276536464691,226.9549560546875,0.1959821581840515,0.32780832052230835,211.98472595214844
18,0.21539632976055145,0.3480786383152008,226.98309326171875,0.194074347615242,0.3265508711338043,211.10720825195312
19,0.21415193378925323,0.34713953733444214,226.73678588867188,0.1930650919675827,0.3268048167228699,212.0163116455078
