epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,1.0090513229370117,0.8285089731216431,199.60987854003906,0.9344019293785095,0.7987672686576843,185.4959716796875
1,0.8820310235023499,0.7763258218765259,179.78599548339844,0.8308298587799072,0.7524358034133911,176.3648681640625
2,0.7950863242149353,0.7347604036331177,178.39669799804688,0.7535074949264526,0.7128698229789734,177.45494079589844
3,0.7262265086174011,0.6980897784233093,183.98876953125,0.6904518604278564,0.6776578426361084,186.25088500976562
4,0.31808939576148987,0.4198455214500427,251.56805419921875,0.27104806900024414,0.3871600925922394,243.27830505371094
5,0.2612098753452301,0.37883806228637695,234.48399353027344,0.24684765934944153,0.3635176718235016,213.61019897460938
6,0.23577530682086945,0.36037543416023254,230.45278930664062,0.212175652384758,0.3416528105735779,215.6370086669922
7,0.21972039341926575,0.3481704294681549,226.29180908203125,0.20454102754592896,0.3300221860408783,207.27830505371094
8,0.20851336419582367,0.3393063247203827,223.3152313232422,0.1916557401418686,0.3315262496471405,228.06179809570312
9,0.20003177225589752,0.3324446380138397,221.2298583984375,0.1795935332775116,0.31202754378318787,209.49191284179688
10,0.19338051974773407,0.32718122005462646,219.25111389160156,0.17210935056209564,0.30827218294143677,207.6677703857422
11,0.18768426775932312,0.32233530282974243,217.47634887695312,0.17066334187984467,0.30351540446281433,197.03651428222656
12,0.18314947187900543,0.3185959458351135,215.4212188720703,0.16602757573127747,0.3020378351211548,209.31468200683594
13,0.17913232743740082,0.31507453322410583,213.85284423828125,0.16321830451488495,0.2989948093891144,200.559326171875
14,0.17576028406620026,0.3122738301753998,212.6864471435547,0.15852099657058716,0.2953703999519348,198.1725616455078
15,0.17291104793548584,0.3098272383213043,211.41864013671875,0.15587638318538666,0.29272738099098206,191.42477416992188
16,0.17001770436763763,0.3072897493839264,209.68017578125,0.15197080373764038,0.28326094150543213,193.62449645996094
17,0.16781164705753326,0.30531737208366394,208.53085327148438,0.14896269142627716,0.28553497791290283,198.21054077148438
18,0.16559937596321106,0.30350157618522644,208.2295684814453,0.14721056818962097,0.28528347611427307,199.7400665283203
19,0.16374671459197998,0.3018125891685486,207.52581787109375,0.1451512724161148,0.2820882499217987,194.98907470703125
