epoch,learning_rate,loss,mae,mape,val_loss,val_mae,val_mape
0,0.0010000000474974513,0.8263862133026123,0.755492627620697,244.15716552734375,0.8104492425918579,0.7423703074455261,252.90870666503906
1,0.0010000000474974513,0.8080505728721619,0.7447962164878845,246.986083984375,0.8011865615844727,0.7421106696128845,250.5784912109375
2,0.0010000000474974513,0.8026021718978882,0.7412104606628418,248.7442626953125,0.8119223117828369,0.7386537194252014,258.2218322753906
3,0.0010000000474974513,0.797876238822937,0.738530695438385,250.73667907714844,0.7922785878181458,0.7351796627044678,247.72901916503906
4,0.0010000000474974513,0.7969846129417419,0.738042950630188,250.405517578125,0.7899784445762634,0.7344513535499573,250.2477264404297
5,0.0010000000474974513,0.7962736487388611,0.7375971674919128,250.2847137451172,0.7905937433242798,0.73527592420578,250.1376495361328
6,0.0010000000474974513,0.7955920696258545,0.7372971773147583,250.4957733154297,0.7888267636299133,0.7335107326507568,251.18617248535156
7,0.0010000000474974513,0.795312225818634,0.7371988296508789,250.38697814941406,0.7911663055419922,0.7333531379699707,250.13687133789062
8,0.0010000000474974513,0.7952858209609985,0.7371673583984375,250.16993713378906,0.7889496088027954,0.7340872883796692,249.38414001464844
9,0.0010000000474974513,0.7949338555335999,0.7370410561561584,250.7443389892578,0.7929657101631165,0.7333407402038574,251.2033233642578
10,0.0005000000237487257,0.7938675880432129,0.7364497184753418,250.87081909179688,0.7883406281471252,0.7349210977554321,250.22434997558594
11,0.0005000000237487257,0.7938573360443115,0.7364354729652405,250.8642578125,0.7885511517524719,0.7337328195571899,249.2050323486328
12,0.0005000000237487257,0.7938119769096375,0.7364776134490967,251.1813507080078,0.7914463877677917,0.7323859930038452,252.39007568359375
13,0.0005000000237487257,0.7939295172691345,0.7364534735679626,251.03768920898438,0.7880916595458984,0.7340019345283508,248.5635986328125
14,0.0005000000237487257,0.7937896847724915,0.736419677734375,251.03028869628906,0.7882578372955322,0.7328463196754456,251.4346466064453
15,0.0005000000237487257,0.7936317324638367,0.7363163232803345,251.2602996826172,0.7877559661865234,0.7327229380607605,250.27377319335938
16,0.0005000000237487257,0.7937290668487549,0.7363890409469604,251.3302764892578,0.7874160408973694,0.7332655787467957,252.06942749023438
17,0.0005000000237487257,0.7934542298316956,0.7362539768218994,251.50987243652344,0.7873814105987549,0.7332414388656616,250.73422241210938
18,0.0005000000237487257,0.7933205962181091,0.736200213432312,251.75563049316406,0.7881304025650024,0.7340450882911682,253.10841369628906
19,0.0005000000237487257,0.7933385372161865,0.7362241744995117,251.851318359375,0.7871734499931335,0.7325974702835083,250.34332275390625
