epoch,learning_rate,loss,mae,mape,val_loss,val_mae,val_mape
0,9.999999747378752e-05,0.7564237713813782,0.7016928791999817,131.50254821777344,0.6706959009170532,0.6614190936088562,131.30966186523438
1,9.999999747378752e-05,0.6600386500358582,0.6549251675605774,130.49484252929688,0.6519483327865601,0.6509031653404236,129.73355102539062
2,9.999999747378752e-05,0.6484110355377197,0.6482623815536499,129.51234436035156,0.6442611217498779,0.6462569236755371,129.0928497314453
3,9.999999747378752e-05,0.6427841186523438,0.6450658440589905,129.05848693847656,0.6402105689048767,0.6439626216888428,129.070068359375
4,9.999999747378752e-05,0.6395881175994873,0.643073320388794,128.7141876220703,0.6373077630996704,0.6420208811759949,128.3589630126953
5,9.999999747378752e-05,0.6372427940368652,0.6416569948196411,128.5430908203125,0.6353925466537476,0.6405354738235474,128.41978454589844
6,9.999999747378752e-05,0.6353843808174133,0.6405133008956909,128.30345153808594,0.6334365010261536,0.6399303674697876,127.61629486083984
7,9.999999747378752e-05,0.6339962482452393,0.6397516131401062,128.1645965576172,0.6320100426673889,0.638924241065979,128.03448486328125
8,9.999999747378752e-05,0.6326695084571838,0.6389186978340149,128.05487060546875,0.6312443017959595,0.6379457712173462,127.86361694335938
9,9.999999747378752e-05,0.6318577527999878,0.6384462714195251,127.9893569946289,0.6300625205039978,0.6375927925109863,127.7276840209961
10,9.999999747378752e-05,0.630918025970459,0.6378777623176575,127.93193817138672,0.6292511224746704,0.6371375322341919,127.53645324707031
11,9.999999747378752e-05,0.6302403807640076,0.6374964714050293,127.921142578125,0.6285111308097839,0.6370753049850464,127.52013397216797
12,9.999999747378752e-05,0.6295948028564453,0.6371078491210938,127.9106674194336,0.6276271343231201,0.6364694237709045,127.26287841796875
13,9.999999747378752e-05,0.6288653016090393,0.6367080807685852,127.90966796875,0.6268348097801208,0.6359230279922485,127.36209869384766
14,9.999999747378752e-05,0.628126323223114,0.6362611055374146,127.89120483398438,0.6262040734291077,0.63558030128479,127.88246154785156
