epoch,learning_rate,loss,mae,mape,val_loss,val_mae,val_mape
0,0.0005000000237487257,0.19188079237937927,0.341241717338562,88.2584228515625,0.16053548455238342,0.3202463388442993,86.6917953491211
1,0.0005000000237487257,0.16107796132564545,0.3168986141681671,84.0495834350586,0.15499025583267212,0.31478506326675415,84.99845886230469
2,0.0005000000237487257,0.15614354610443115,0.3109405040740967,82.48054504394531,0.15071235597133636,0.3043695092201233,80.94474792480469
3,0.0005000000237487257,0.15225620567798615,0.3064036965370178,81.25590515136719,0.147592693567276,0.29833778738975525,80.61930847167969
4,0.0005000000237487257,0.14892813563346863,0.3025285005569458,80.24787902832031,0.14381597936153412,0.29736781120300293,80.15171813964844
5,0.0005000000237487257,0.1459701657295227,0.2991432547569275,79.29669189453125,0.1458217203617096,0.2944200038909912,75.7305908203125
6,0.0005000000237487257,0.14331062138080597,0.2960708439350128,78.53848266601562,0.13950780034065247,0.2931544780731201,79.3600845336914
7,0.0005000000237487257,0.14079853892326355,0.2932109832763672,77.78560638427734,0.139981210231781,0.2919887900352478,75.15000915527344
8,0.0005000000237487257,0.13859188556671143,0.29061201214790344,77.07848358154297,0.13651466369628906,0.2897745966911316,77.68289184570312
9,0.0005000000237487257,0.13694392144680023,0.28864026069641113,76.54399108886719,0.13320228457450867,0.281827449798584,74.95512390136719
10,0.0005000000237487257,0.13527250289916992,0.28680887818336487,76.05435180664062,0.13450078666210175,0.28442221879959106,75.61689758300781
11,0.0005000000237487257,0.13377919793128967,0.284990519285202,75.58232116699219,0.13226284086704254,0.27940836548805237,73.01589965820312
12,0.0005000000237487257,0.13245050609111786,0.2833963930606842,75.1253890991211,0.12872637808322906,0.2787463366985321,74.63247680664062
13,0.0005000000237487257,0.13127851486206055,0.2820112407207489,74.76984405517578,0.12829841673374176,0.2758888006210327,71.93438720703125
14,0.0005000000237487257,0.13022606074810028,0.2807379961013794,74.42940521240234,0.1273239105939865,0.2746221125125885,73.61847686767578
